====================================================================================================
3-CARD PREFLOP SCORES FOR TOSS'EM HOLD'EM (MONTE CARLO)
====================================================================================================

Simulations per hand: 50000

Formula:
  Preflop Score = (3card_equity + 2card_eq_1 + 2card_eq_2 + 2card_eq_3) / 4

Total hand classes: 1911

----------------------------------------------------------------------------------------------------
Rank  Hand   Score   Raw3c   2c_1    2c_2    2c_3    Pattern  Best  
1034  J82    0.5010  0.5525  0.5509  0.4748  0.4259  AAA      J8s   
1035  654    0.5010  0.6164  0.4773  0.4597  0.4504  AAA      65s   
1036  Q96    0.5009  0.4599  0.5433  0.5059  0.4947  _AA      Q9o   
1037  J97    0.5009  0.4657  0.5315  0.5103  0.4961  _AA      J9o   
1038  QT5    0.5008  0.4597  0.5919  0.4973  0.4544  AA_      QTs   
1039  655    0.5008  0.5428  0.5492  0.4773  0.4339  A_A      55    
1040  J73    0.5006  0.5466  0.5309  0.4930  0.4321  AAA      J7s   
1041  K96    0.5006  0.4542  0.5598  0.5294  0.4590  ___      K9o   
1042  866    0.5006  0.5208  0.5789  0.4513  0.4513  ___      66    
1043  966    0.5006  0.5053  0.5789  0.4590  0.4590  ___      66    
1044  K86    0.5005  0.4575  0.5556  0.5376  0.4513  A_A      K6s   
1045  K75    0.5005  0.4818  0.5667  0.5175  0.4360  AA_      K7s   
1046  655    0.5005  0.5415  0.5492  0.4773  0.4339  AA_      55    
1047  T98    0.5004  0.4735  0.5263  0.5087  0.4930  ___      T9o   
1048  T97    0.5004  0.4758  0.5531  0.4907  0.4819  AA_      T9s   
1049  Q96    0.5004  0.4659  0.5433  0.5332  0.4590  A_A      Q9o   
1050  K87    0.5002  0.4555  0.5376  0.5351  0.4728  ___      K8o   
1051  Q22    0.5002  0.6020  0.4975  0.4596  0.4417  A_A      Q2s   
1052  Q96    0.5002  0.4620  0.5738  0.5059  0.4590  AA_      Q9s   
1053  K85    0.5001  0.4789  0.5699  0.5175  0.4340  AA_      K8s   
1054  J97    0.5000  0.4588  0.5632  0.4961  0.4819  AA_      J9s   
1055  663    0.4999  0.5939  0.5789  0.4348  0.3922  A_A      66    
1056  A62    0.4999  0.5323  0.5811  0.5235  0.3628  AA_      A6s   
1057  K65    0.4998  0.4921  0.5556  0.5175  0.4339  AA_      K6s   
1058  T74    0.4998  0.5394  0.5220  0.4851  0.4526  AAA      T7s   
1059  Q87    0.4993  0.4556  0.5256  0.5085  0.5076  _AA      Q8o   
1060  Q22    0.4993  0.5983  0.4975  0.4596  0.4417  AA_      Q2s   
1061  QT3    0.4993  0.4874  0.5663  0.5126  0.4308  A_A      QTo   
1062  A32    0.4992  0.5419  0.5367  0.5235  0.3947  _AA      A3o   
1063  663    0.4990  0.5900  0.5789  0.4348  0.3922  _AA      66    
1064  J53    0.4989  0.5536  0.5081  0.4930  0.4407  AAA      J5s   
1065  KT4    0.4987  0.4657  0.5803  0.5027  0.4461  ___      KTo   
1066  J98    0.4986  0.4526  0.5315  0.5172  0.4930  ___      J9o   
1067  K92    0.4986  0.5142  0.5598  0.5221  0.3982  A_A      K9o   
1068  A52    0.4985  0.5370  0.5588  0.5235  0.3746  ___      A5o   
1069  QT7    0.4984  0.4290  0.5663  0.5076  0.4907  ___      QTo   
1070  A43    0.4984  0.5311  0.5437  0.5367  0.3820  ___      A4o   
1071  Q42    0.4981  0.5678  0.5212  0.4975  0.4061  AAA      Q4s   
1072  A63    0.4981  0.5082  0.5553  0.5367  0.3922  ___      A6o   
1073  QJ6    0.4981  0.4374  0.5741  0.5059  0.4750  ___      QJo   
1074  A63    0.4980  0.4819  0.5628  0.5553  0.3922  A_A      A3s   
1075  QT4    0.4979  0.4662  0.5919  0.4872  0.4461  AA_      QTs   
1076  QJ2    0.4978  0.4952  0.5981  0.4596  0.4383  AA_      QJs   
1077  K94    0.4974  0.4830  0.5867  0.5027  0.4173  AA_      K9s   
1078  K92    0.4972  0.5040  0.5598  0.4826  0.4425  _AA      K9o   
1079  Q87    0.4969  0.4543  0.5528  0.5076  0.4728  AA_      Q8s   
1080  J63    0.4968  0.5477  0.5117  0.4930  0.4348  AAA      J6s   
1081  T64    0.4967  0.5445  0.5067  0.4851  0.4504  AAA      T6s   
1082  K65    0.4966  0.4721  0.5509  0.5294  0.4339  A_A      K5s   
1083  755    0.4965  0.5283  0.5492  0.4725  0.4360  A_A      55    
1084  QT3    0.4965  0.4768  0.5663  0.4717  0.4711  _AA      QTo   
1085  T87    0.4964  0.4776  0.5087  0.5085  0.4907  _AA      T8o   
1086  QJ5    0.4963  0.4379  0.5741  0.4973  0.4760  ___      QJo   
1087  K22    0.4963  0.5783  0.4826  0.4826  0.4417  ___      K2o   
1088  KT3    0.4961  0.4794  0.5803  0.4941  0.4308  ___      KTo   
1089  755    0.4960  0.5263  0.5492  0.4725  0.4360  AA_      55    
1090  JT7    0.4956  0.4395  0.5562  0.4961  0.4907  ___      JTo   
1091  K93    0.4955  0.4901  0.5867  0.4941  0.4112  AA_      K9s   
1092  T55    0.4954  0.4880  0.5492  0.4902  0.4544  AA_      55    
1093  Q95    0.4954  0.4670  0.5433  0.5313  0.4402  A_A      Q9o   
1094  J87    0.4954  0.4599  0.5172  0.5085  0.4961  _AA      J8o   
1095  772    0.4953  0.6035  0.6050  0.4108  0.3619  _AA      77    
1096  JT6    0.4953  0.4415  0.5562  0.5117  0.4717  A_A      JTo   
1097  T55    0.4952  0.4871  0.5492  0.4902  0.4544  A_A      55    
1098  K76    0.4951  0.4611  0.5351  0.5294  0.4548  ___      K7o   
1099  A32    0.4951  0.5475  0.5628  0.5235  0.3465  AA_      A3s   
1100  QT2    0.4951  0.4953  0.5663  0.4975  0.4212  A_A      QTo   
1101  A42    0.4950  0.5191  0.5535  0.5437  0.3637  A_A      A2s   
1102  772    0.4950  0.6022  0.6050  0.4108  0.3619  A_A      77    
1103  J87    0.4947  0.4591  0.5509  0.4961  0.4728  AA_      J8s   
1104  KT2    0.4947  0.4946  0.5803  0.4826  0.4212  ___      KTo   
1105  664    0.4946  0.5757  0.5789  0.4119  0.4119  ___      66    
1106  K75    0.4946  0.4564  0.5509  0.5351  0.4360  A_A      K5s   
1107  855    0.4945  0.5195  0.5492  0.4754  0.4340  AA_      55    
1108  987    0.4945  0.4946  0.5287  0.4819  0.4728  AA_      98s   
1109  QT6    0.4943  0.4335  0.5663  0.5059  0.4717  ___      QTo   
1110  Q86    0.4943  0.4540  0.5256  0.5059  0.4915  _AA      Q8o   
1111  T87    0.4942  0.4720  0.5413  0.4907  0.4728  AA_      T8s   
1112  Q95    0.4941  0.4543  0.5433  0.4973  0.4817  _AA      Q9o   
1113  K64    0.4941  0.4938  0.5294  0.5027  0.4504  _AA      K6o   
1114  K95    0.4941  0.4587  0.5598  0.5175  0.4402  ___      K9o   
1115  T83    0.4940  0.5322  0.5413  0.4717  0.4308  AAA      T8s   
1116  764    0.4939  0.5801  0.4925  0.4526  0.4504  AAA      76s   
1117  QT2    0.4939  0.4876  0.5663  0.4622  0.4596  _AA      QTo   
1118  JT6    0.4938  0.4375  0.5562  0.5067  0.4750  _AA      JTo   
1119  K84    0.4938  0.4800  0.5376  0.5027  0.4547  _AA      K8o   
1120  855    0.4937  0.5162  0.5492  0.4754  0.4340  A_A      55    
1121  K44    0.4936  0.4525  0.5166  0.5027  0.5027  ___      44    
1122  984    0.4936  0.5293  0.5287  0.4618  0.4547  AAA      98s   
1123  Q87    0.4935  0.4327  0.5430  0.5256  0.4728  A_A      Q7s   
1124  T82    0.4934  0.5442  0.5413  0.4622  0.4259  AAA      T8s   
1125  955    0.4933  0.5023  0.5492  0.4817  0.4402  AA_      55    
1126  955    0.4932  0.5019  0.5492  0.4817  0.4402  A_A      55    
1127  QJ4    0.4932  0.4495  0.5741  0.4872  0.4620  ___      QJo   
1128  J43    0.4932  0.5506  0.4984  0.4930  0.4308  AAA      J4s   
1129  553    0.4932  0.5843  0.5492  0.4407  0.3984  A_A      55    
1130  T54    0.4929  0.5367  0.4902  0.4851  0.4597  AAA      T5s   
1131  K74    0.4929  0.4812  0.5351  0.5027  0.4526  _AA      K7o   
1132  K86    0.4929  0.4531  0.5376  0.5294  0.4513  ___      K8o   
1133  553    0.4928  0.5830  0.5492  0.4407  0.3984  _AA      55    
1134  K92    0.4927  0.5035  0.5867  0.4826  0.3982  AA_      K9s   
1135  QT3    0.4925  0.4763  0.5919  0.4711  0.4308  AA_      QTs   
1136  K84    0.4923  0.4809  0.5699  0.5027  0.4158  AA_      K8s   
1137  K85    0.4923  0.4466  0.5509  0.5376  0.4340  A_A      K5s   
1138  K54    0.4923  0.4892  0.5175  0.5027  0.4597  _AA      K5o   
1139  K54    0.4923  0.4991  0.5509  0.5027  0.4163  AA_      K5s   
1140  JT5    0.4919  0.4453  0.5562  0.4902  0.4760  _AA      JTo   
1141  JT6    0.4919  0.4352  0.5858  0.4750  0.4717  AA_      JTs   
1142  Q86    0.4918  0.4573  0.5528  0.5059  0.4513  AA_      Q8s   
1143  JT5    0.4917  0.4481  0.5562  0.5081  0.4544  A_A      JTo   
1144  A72    0.4917  0.5147  0.5664  0.5235  0.3619  ___      A7o   
1145  K74    0.4916  0.4859  0.5667  0.5027  0.4110  AA_      K7s   
1146  874    0.4915  0.5504  0.5085  0.4547  0.4526  AAA      87s   
1147  773    0.4913  0.5755  0.6050  0.3922  0.3922  ___      77    
1148  J55    0.4911  0.4633  0.5492  0.4760  0.4760  ___      55    
1149  Q32    0.4911  0.5596  0.5126  0.4975  0.3947  AAA      Q3s   
1150  A32    0.4911  0.5278  0.5535  0.5367  0.3465  A_A      A2s   
1151  Q76    0.4911  0.4583  0.5076  0.5059  0.4925  _AA      Q7o   
1152  K64    0.4909  0.4935  0.5556  0.5027  0.4119  AA_      K6s   
1153  754    0.4909  0.5786  0.4725  0.4597  0.4526  AAA      75s   
1154  Q95    0.4907  0.4516  0.5738  0.4973  0.4402  AA_      Q9s   
1155  A42    0.4907  0.5316  0.5437  0.5235  0.3637  ___      A4o   
1156  J72    0.4905  0.5455  0.5309  0.4748  0.4108  AAA      J7s   
1157  T73    0.4904  0.5358  0.5220  0.4717  0.4321  AAA      T7s   
1158  T87    0.4902  0.4573  0.5220  0.5087  0.4728  A_A      T7s   
1159  QT2    0.4900  0.4874  0.5919  0.4596  0.4212  AA_      QTs   
1160  J87    0.4900  0.4393  0.5309  0.5172  0.4728  A_A      J7s   
1161  Q76    0.4899  0.4558  0.5430  0.5059  0.4548  AA_      Q7s   
1162  K73    0.4891  0.4967  0.5351  0.5323  0.3922  A_A      K7o   
1163  QJ3    0.4891  0.4593  0.5741  0.4711  0.4518  ___      QJo   
1164  Q97    0.4890  0.4234  0.5433  0.5076  0.4819  ___      Q9o   
1165  JT5    0.4887  0.4385  0.5858  0.4760  0.4544  AA_      JTs   
1166  974    0.4884  0.5288  0.5103  0.4618  0.4526  AAA      97s   
1167  JT4    0.4883  0.4526  0.5562  0.4984  0.4461  A_A      JTo   
1168  987    0.4883  0.4771  0.5103  0.4930  0.4728  A_A      97s   
1169  A62    0.4881  0.5107  0.5553  0.5235  0.3628  ___      A6o   
1170  J52    0.4878  0.5525  0.5081  0.4748  0.4159  AAA      J5s   
1171  T63    0.4878  0.5381  0.5067  0.4717  0.4348  AAA      T6s   
1172  J22    0.4877  0.5961  0.4748  0.4417  0.4383  A_A      J2s   
1173  JT4    0.4877  0.4475  0.5562  0.4851  0.4620  _AA      JTo   
1174  987    0.4874  0.4664  0.5085  0.4930  0.4819  _AA      87s   
1175  K54    0.4874  0.4729  0.5426  0.5175  0.4163  A_A      K4s   
1176  T97    0.4873  0.4501  0.5263  0.4907  0.4819  ___      T9o   
1177  J22    0.4873  0.5943  0.4748  0.4417  0.4383  AA_      J2s   
1178  Q85    0.4872  0.4505  0.5256  0.4973  0.4754  _AA      Q8o   
1179  K83    0.4871  0.4915  0.5376  0.5323  0.3871  A_A      K8o   
1180  K75    0.4871  0.4598  0.5351  0.5175  0.4360  ___      K7o   
1181  864    0.4870  0.5515  0.4915  0.4547  0.4504  AAA      86s   
1182  K63    0.4870  0.4896  0.5294  0.4941  0.4348  _AA      K6o   
1183  662    0.4869  0.5995  0.5789  0.4065  0.3628  A_A      66    
1184  554    0.4869  0.5658  0.5492  0.4163  0.4163  ___      55    
1185  J44    0.4868  0.4701  0.5166  0.4984  0.4620  AA_      44    
1186  T96    0.4867  0.4549  0.5263  0.5067  0.4590  A_A      T9o   
1187  Q94    0.4866  0.4541  0.5433  0.4872  0.4618  _AA      Q9o   
1188  K82    0.4864  0.5005  0.5376  0.5221  0.3854  A_A      K8o   
1189  Q86    0.4864  0.4354  0.5332  0.5256  0.4513  A_A      Q6s   
1190  J44    0.4861  0.4675  0.5166  0.4984  0.4620  A_A      44    
1191  J62    0.4861  0.5515  0.5117  0.4748  0.4065  AAA      J6s   
1192  983    0.4861  0.5322  0.5287  0.4526  0.4308  AAA      98s   
1193  K65    0.4860  0.4632  0.5294  0.5175  0.4339  ___      K6o   
1194  QT5    0.4860  0.4262  0.5663  0.4973  0.4544  ___      QTo   
1195  Q94    0.4859  0.4619  0.5433  0.5212  0.4173  A_A      Q9o   
1196  K53    0.4858  0.4908  0.5175  0.4941  0.4407  _AA      K5o   
1197  JT4    0.4858  0.4492  0.5858  0.4620  0.4461  AA_      JTs   
1198  QJ2    0.4857  0.4706  0.5741  0.4596  0.4383  ___      QJo   
1199  964    0.4856  0.5354  0.4947  0.4618  0.4504  AAA      96s   
1200  K83    0.4856  0.4798  0.5376  0.4941  0.4308  _AA      K8o   
1201  J97    0.4855  0.4325  0.5315  0.4961  0.4819  ___      J9o   
1202  662    0.4855  0.5937  0.5789  0.4065  0.3628  _AA      66    
1203  K73    0.4855  0.4806  0.5351  0.4941  0.4321  _AA      K7o   
1204  653    0.4854  0.5889  0.4773  0.4407  0.4348  AAA      65s   
1205  543    0.4854  0.6105  0.4597  0.4407  0.4308  AAA      54s   
1206  Q65    0.4854  0.4611  0.5059  0.4973  0.4773  _AA      Q6o   
1207  K64    0.4854  0.4575  0.5426  0.5294  0.4119  A_A      K4s   
1208  854    0.4853  0.5513  0.4754  0.4597  0.4547  AAA      85s   
1209  T96    0.4852  0.4482  0.5263  0.4947  0.4717  _AA      T9o   
1210  K85    0.4851  0.4513  0.5376  0.5175  0.4340  ___      K8o   
1211  JT3    0.4851  0.4604  0.5562  0.4930  0.4308  A_A      JTo   
1212  Q44    0.4850  0.4491  0.5166  0.4872  0.4872  ___      44    
1213  Q93    0.4850  0.4730  0.5433  0.5126  0.4112  A_A      Q9o   
1214  QT4    0.4850  0.4404  0.5663  0.4872  0.4461  ___      QTo   
1215  655    0.4849  0.5224  0.5492  0.4339  0.4339  ___      55    
1216  Q96    0.4848  0.4311  0.5433  0.5059  0.4590  ___      Q9o   
1217  Q22    0.4847  0.5780  0.4596  0.4596  0.4417  ___      Q2o   
1218  J96    0.4846  0.4362  0.5315  0.5117  0.4590  A_A      J9o   
1219  Q76    0.4843  0.4415  0.5332  0.5076  0.4548  A_A      Q6s   
1220  Q85    0.4842  0.4526  0.5528  0.4973  0.4340  AA_      Q8s   
1221  T53    0.4841  0.5339  0.4902  0.4717  0.4407  AAA      T5s   
1222  JT3    0.4840  0.4561  0.5562  0.4717  0.4518  _AA      JTo   
1223  663    0.4839  0.5722  0.5789  0.3922  0.3922  ___      66    
1224  J96    0.4838  0.4340  0.5315  0.4947  0.4750  _AA      J9o   
1225  K53    0.4838  0.4918  0.5509  0.4941  0.3984  AA_      K5s   
1226  K73    0.4838  0.4823  0.5667  0.4941  0.3922  AA_      K7s   
1227  982    0.4838  0.5382  0.5287  0.4425  0.4259  AAA      98s   
1228  K82    0.4838  0.4892  0.5376  0.4826  0.4259  _AA      K8o   
1229  954    0.4838  0.5319  0.4817  0.4618  0.4597  AAA      95s   
1230  K63    0.4834  0.4918  0.5556  0.4941  0.3922  AA_      K6s   
1231  Q94    0.4834  0.4552  0.5738  0.4872  0.4173  AA_      Q9s   
1232  K94    0.4833  0.4536  0.5598  0.5027  0.4173  ___      K9o   
1233  K83    0.4831  0.4811  0.5699  0.4941  0.3871  AA_      K8s   
1234  T72    0.4830  0.5370  0.5220  0.4622  0.4108  AAA      T7s   
1235  A32    0.4829  0.5249  0.5367  0.5235  0.3465  ___      A3o   
1236  K82    0.4826  0.4927  0.5699  0.4826  0.3854  AA_      K8s   
1237  T96    0.4826  0.4464  0.5531  0.4717  0.4590  AA_      T9s   
1238  J96    0.4825  0.4329  0.5632  0.4750  0.4590  AA_      J9s   
1239  Q93    0.4824  0.4624  0.5433  0.4711  0.4526  _AA      Q9o   
1240  J95    0.4820  0.4388  0.5315  0.4817  0.4760  _AA      J9o   
1241  K74    0.4820  0.4392  0.5426  0.5351  0.4110  A_A      K4s   
1242  Q75    0.4819  0.4502  0.5076  0.4973  0.4725  _AA      Q7o   
1243  J42    0.4816  0.5473  0.4984  0.4748  0.4061  AAA      J4s   
1244  Q87    0.4816  0.4204  0.5256  0.5076  0.4728  ___      Q8o   
1245  Q65    0.4815  0.4615  0.5332  0.4973  0.4339  AA_      Q6s   
1246  973    0.4814  0.5308  0.5103  0.4526  0.4321  AAA      97s   
1247  755    0.4814  0.5043  0.5492  0.4360  0.4360  ___      55    
1248  K84    0.4812  0.4289  0.5426  0.5376  0.4158  A_A      K4s   
1249  JT3    0.4812  0.4563  0.5858  0.4518  0.4308  AA_      JTs   
1250  K93    0.4809  0.4587  0.5598  0.4941  0.4112  ___      K9o   
1251  Q75    0.4808  0.4470  0.5430  0.4973  0.4360  AA_      Q7s   
1252  JT2    0.4807  0.4662  0.5562  0.4622  0.4383  _AA      JTo   
1253  544    0.4807  0.5300  0.5166  0.4597  0.4163  A_A      44    
1254  544    0.4805  0.5294  0.5166  0.4597  0.4163  AA_      44    
1255  Q84    0.4803  0.4537  0.5256  0.4872  0.4547  _AA      Q8o   
1256  T43    0.4803  0.5336  0.4851  0.4717  0.4308  AAA      T4s   
1257  963    0.4802  0.5385  0.4947  0.4526  0.4348  AAA      96s   
1258  Q84    0.4801  0.4578  0.5256  0.5212  0.4158  A_A      Q8o   
1259  JT2    0.4798  0.4672  0.5562  0.4748  0.4212  A_A      JTo   
1260  T86    0.4798  0.4526  0.5087  0.5067  0.4513  A_A      T8o   
1261  Q92    0.4798  0.4804  0.5433  0.4975  0.3982  A_A      Q9o   
1262  Q93    0.4798  0.4631  0.5738  0.4711  0.4112  AA_      Q9s   
1263  T22    0.4797  0.5939  0.4622  0.4417  0.4212  AA_      T2s   
1264  J95    0.4797  0.4391  0.5315  0.5081  0.4402  A_A      J9o   
1265  552    0.4796  0.5788  0.5492  0.4159  0.3746  A_A      55    
1266  987    0.4796  0.4708  0.4930  0.4819  0.4728  ___      98o   
1267  986    0.4795  0.4746  0.4930  0.4915  0.4590  _AA      98o   
1268  J86    0.4795  0.4376  0.5172  0.5117  0.4513  A_A      J8o   
1269  T87    0.4793  0.4451  0.5087  0.4907  0.4728  ___      T8o   
1270  K72    0.4793  0.4981  0.5351  0.5221  0.3619  A_A      K7o   
1271  552    0.4792  0.5773  0.5492  0.4159  0.3746  _AA      55    
1272  T44    0.4792  0.4691  0.5166  0.4851  0.4461  AA_      44    
1273  J87    0.4792  0.4306  0.5172  0.4961  0.4728  ___      J8o   
1274  K62    0.4791  0.5022  0.5294  0.5221  0.3628  A_A      K6o   
1275  T55    0.4791  0.4585  0.5492  0.4544  0.4544  ___      55    
1276  T86    0.4791  0.4445  0.5087  0.4915  0.4717  _AA      T8o   
1277  Q92    0.4791  0.4709  0.5433  0.4596  0.4425  _AA      Q9o   
1278  T22    0.4789  0.5907  0.4622  0.4417  0.4212  A_A      T2s   
1279  J86    0.4788  0.4316  0.5172  0.4915  0.4750  _AA      J8o   
1280  K92    0.4788  0.4748  0.5598  0.4826  0.3982  ___      K9o   
1281  Q65    0.4787  0.4438  0.5313  0.5059  0.4339  A_A      Q5s   
1282  763    0.4786  0.5548  0.4925  0.4348  0.4321  AAA      76s   
1283  QT3    0.4785  0.4459  0.5663  0.4711  0.4308  ___      QTo   
1284  J95    0.4784  0.4343  0.5632  0.4760  0.4402  AA_      J9s   
1285  Q85    0.4782  0.4221  0.5313  0.5256  0.4340  A_A      Q5s   
1286  T62    0.4778  0.5358  0.5067  0.4622  0.4065  AAA      T6s   
1287  Q86    0.4778  0.4282  0.5256  0.5059  0.4513  ___      Q8o   
1288  JT6    0.4777  0.4082  0.5562  0.4750  0.4717  ___      JTo   
1289  876    0.4777  0.4961  0.5085  0.4548  0.4513  AA_      87s   
1290  T44    0.4776  0.4625  0.5166  0.4851  0.4461  A_A      44    
1291  855    0.4775  0.4930  0.5492  0.4340  0.4340  ___      55    
1292  K43    0.4775  0.4826  0.5027  0.4941  0.4308  _AA      K4o   
1293  T86    0.4775  0.4458  0.5413  0.4717  0.4513  AA_      T8s   
1294  K72    0.4775  0.4817  0.5351  0.4826  0.4108  _AA      K7o   
1295  953    0.4775  0.5350  0.4817  0.4526  0.4407  AAA      95s   
1296  K62    0.4774  0.4910  0.5294  0.4826  0.4065  _AA      K6o   
1297  K74    0.4773  0.4605  0.5351  0.5027  0.4110  ___      K7o   
1298  986    0.4771  0.4693  0.5287  0.4590  0.4513  AA_      98s   
1299  K64    0.4771  0.4643  0.5294  0.5027  0.4119  ___      K6o   
1300  JT2    0.4771  0.4629  0.5858  0.4383  0.4212  AA_      JTs   
1301  Q84    0.4769  0.4517  0.5528  0.4872  0.4158  AA_      Q8s   
1302  772    0.4768  0.5784  0.6050  0.3619  0.3619  ___      77    
1303  553    0.4768  0.5611  0.5492  0.3984  0.3984  ___      55    
1304  K84    0.4766  0.4504  0.5376  0.5027  0.4158  ___      K8o   
1305  K53    0.4766  0.4582  0.5323  0.5175  0.3984  A_A      K3s   
1306  QT2    0.4765  0.4588  0.5663  0.4596  0.4212  ___      QTo   
1307  876    0.4763  0.4863  0.4915  0.4728  0.4548  A_A      86s   
1308  J86    0.4763  0.4279  0.5509  0.4750  0.4513  AA_      J8s   
1309  Q95    0.4763  0.4243  0.5433  0.4973  0.4402  ___      Q9o   
1310  Q54    0.4759  0.4595  0.4973  0.4872  0.4597  _AA      Q5o   
1311  955    0.4758  0.4735  0.5492  0.4402  0.4402  ___      55    
1312  K52    0.4757  0.4869  0.5175  0.4826  0.4159  _AA      K5o   
1313  Q92    0.4757  0.4712  0.5738  0.4596  0.3982  AA_      Q9s   
1314  J85    0.4756  0.4339  0.5172  0.4760  0.4754  _AA      J8o   
1315  J32    0.4756  0.5400  0.4930  0.4748  0.3947  AAA      J3s   
1316  K43    0.4756  0.4837  0.5426  0.4941  0.3820  AA_      K4s   
1317  K52    0.4754  0.4934  0.5509  0.4826  0.3746  AA_      K5s   
1318  873    0.4753  0.5300  0.5085  0.4321  0.4308  AAA      87s   
1319  K54    0.4751  0.4639  0.5175  0.5027  0.4163  ___      K5o   
1320  Q75    0.4750  0.4252  0.5313  0.5076  0.4360  A_A      Q5s   
1321  J85    0.4749  0.4404  0.5172  0.5081  0.4340  A_A      J8o   
1322  Q54    0.4749  0.4648  0.5313  0.4872  0.4163  AA_      Q5s   
1323  T52    0.4748  0.5311  0.4902  0.4622  0.4159  AAA      T5s   
1324  Q64    0.4748  0.4557  0.5059  0.4872  0.4504  _AA      Q6o   
1325  753    0.4747  0.5536  0.4725  0.4407  0.4321  AAA      75s   
1326  K63    0.4746  0.4447  0.5323  0.5294  0.3922  A_A      K3s   
1327  Q74    0.4742  0.4496  0.5076  0.4872  0.4526  _AA      Q7o   
1328  643    0.4741  0.5805  0.4504  0.4348  0.4308  AAA      64s   
1329  K72    0.4741  0.4851  0.5667  0.4826  0.3619  AA_      K7s   
1330  Q76    0.4740  0.4277  0.5076  0.5059  0.4548  ___      Q7o   
1331  976    0.4740  0.4717  0.5103  0.4590  0.4548  AA_      97s   
1332  T76    0.4738  0.4467  0.5220  0.4717  0.4548  AA_      T7s   
1333  J76    0.4738  0.4344  0.5309  0.4750  0.4548  AA_      J7s   
1334  644    0.4736  0.5154  0.5166  0.4504  0.4119  A_A      44    
1335  644    0.4733  0.5144  0.5166  0.4504  0.4119  AA_      44    
1336  JT5    0.4732  0.4061  0.5562  0.4760  0.4544  ___      JTo   
1337  J76    0.4732  0.4290  0.4961  0.4925  0.4750  _AA      J7o   
1338  J85    0.4731  0.4315  0.5509  0.4760  0.4340  AA_      J8s   
1339  Q74    0.4730  0.4506  0.5430  0.4872  0.4110  AA_      Q7s   
1340  986    0.4729  0.4525  0.4947  0.4930  0.4513  A_A      96s   
1341  972    0.4729  0.5280  0.5103  0.4425  0.4108  AAA      97s   
1342  K62    0.4728  0.4900  0.5556  0.4826  0.3628  AA_      K6s   
1343  Q64    0.4726  0.4582  0.5332  0.4872  0.4119  AA_      Q6s   
1344  443    0.4726  0.5610  0.5166  0.4308  0.3820  _AA      44    
1345  J94    0.4726  0.4350  0.5315  0.4620  0.4618  _AA      J9o   
1346  976    0.4723  0.4579  0.4947  0.4819  0.4548  A_A      96s   
1347  443    0.4721  0.5590  0.5166  0.4308  0.3820  A_A      44    
1348  J94    0.4719  0.4404  0.5315  0.4984  0.4173  A_A      J9o   
1349  876    0.4718  0.4706  0.4925  0.4728  0.4513  _AA      76s   
1350  863    0.4717  0.5297  0.4915  0.4348  0.4308  AAA      86s   
1351  J44    0.4714  0.4452  0.5166  0.4620  0.4620  ___      44    
1352  JT4    0.4708  0.4188  0.5562  0.4620  0.4461  ___      JTo   
1353  Q83    0.4707  0.4575  0.5256  0.5126  0.3871  A_A      Q8o   
1354  T76    0.4706  0.4303  0.5067  0.4907  0.4548  A_A      T6s   
1355  T42    0.4706  0.5291  0.4851  0.4622  0.4061  AAA      T4s   
1356  T95    0.4705  0.4197  0.5263  0.4817  0.4544  _AA      T9o   
1357  J93    0.4704  0.4460  0.5315  0.4930  0.4112  A_A      J9o   
1358  744    0.4703  0.5010  0.5166  0.4526  0.4110  AA_      44    
1359  K63    0.4703  0.4655  0.5294  0.4941  0.3922  ___      K6o   
1360  K43    0.4702  0.4638  0.5323  0.5027  0.3820  A_A      K3s   
1361  962    0.4701  0.5368  0.4947  0.4425  0.4065  AAA      96s   
1362  Q54    0.4700  0.4451  0.5212  0.4973  0.4163  A_A      Q4s   
1363  744    0.4698  0.4991  0.5166  0.4526  0.4110  A_A      44    
1364  J75    0.4698  0.4363  0.5309  0.4760  0.4360  AA_      J7s   
1365  J75    0.4697  0.4344  0.4961  0.4760  0.4725  _AA      J7o   
1366  Q85    0.4694  0.4209  0.5256  0.4973  0.4340  ___      Q8o   
1367  J76    0.4693  0.4146  0.5117  0.4961  0.4548  A_A      J6s   
1368  K42    0.4690  0.4872  0.5426  0.4826  0.3637  AA_      K4s   
1369  J94    0.4690  0.4336  0.5632  0.4620  0.4173  AA_      J9s   
1370  T95    0.4689  0.4191  0.5263  0.4902  0.4402  A_A      T9o   
1371  J93    0.4689  0.4394  0.5315  0.4526  0.4518  _AA      J9o   
1372  872    0.4688  0.5303  0.5085  0.4259  0.4108  AAA      87s   
1373  K73    0.4688  0.4538  0.5351  0.4941  0.3922  ___      K7o   
1374  853    0.4687  0.5281  0.4754  0.4407  0.4308  AAA      85s   
1375  Q82    0.4687  0.4663  0.5256  0.4975  0.3854  A_A      Q8o   
1376  922    0.4687  0.5925  0.4425  0.4417  0.3982  AA_      92s   
1377  765    0.4687  0.5122  0.4925  0.4360  0.4339  AA_      76s   
1378  Q82    0.4685  0.4631  0.5256  0.4596  0.4259  _AA      Q8o   
1379  K53    0.4685  0.4639  0.5175  0.4941  0.3984  ___      K5o   
1380  844    0.4683  0.4862  0.5166  0.4547  0.4158  AA_      44    
1381  844    0.4682  0.4858  0.5166  0.4547  0.4158  A_A      44    
