====================================================================================================
3-CARD PREFLOP SCORES - TOSS'EM HOLD'EM
====================================================================================================

Simulations per hand: 50000

Scoring: preflop_score = pure 3-card MC equity
         (both players discard optimally in simulation)

Total hand classes: 1911

------------------------------------------------------------------------------------------
Rank   Hand   Score    Pattern  Keep   Best2c   2nd2c    Flex  
1240   K92    0.4731   ___      K9o    0.5575   0.4822   0.925 
1241   944    0.4727   A_A      44     0.5079   0.4597   0.952 
1242   653    0.4727   ___      65o    0.4358   0.3956   0.960 
1243   Q92    0.4724   _AA      Q9o    0.5421   0.4590   0.917 
1244   J44    0.4721   AA_      44     0.5079   0.5029   0.995 
1245   KJ5    0.4721   ___      KJo    0.5857   0.5210   0.935 
1246   986    0.4718   AA_      98s    0.5284   0.4583   0.930 
1247   K54    0.4718   A_A      K4s    0.5401   0.5210   0.981 
1248   876    0.4717   ___      87o    0.4700   0.4549   0.985 
1249   K32    0.4716   _AA      K3o    0.4913   0.4822   0.991 
1250   QT7    0.4715   A_A      QTo    0.5698   0.5408   0.971 
1251   T44    0.4711   A_A      44     0.5079   0.4866   0.979 
1252   Q62    0.4710   A_A      Q6o    0.5055   0.5007   0.995 
1253   T44    0.4710   AA_      44     0.5079   0.4866   0.979 
1254   K76    0.4709   A_A      K6s    0.5600   0.5379   0.978 
1255   QJ2    0.4708   ___      QJo    0.5776   0.4590   0.881 
1256   QT4    0.4707   _AA      QTo    0.5698   0.4866   0.917 
1257   JT7    0.4707   A_A      JTo    0.5579   0.5308   0.973 
1258   986    0.4705   _AA      98o    0.4953   0.4926   0.997 
1259   976    0.4702   AA_      97s    0.5138   0.4583   0.944 
1260   QT5    0.4702   A_A      QTo    0.5698   0.5308   0.961 
1261   JT7    0.4701   _AA      JTo    0.5579   0.5194   0.961 
1262   T87    0.4698   AA_      T8s    0.5412   0.4862   0.945 
1263   Q93    0.4698   A_A      Q9o    0.5421   0.5097   0.968 
1264   Q92    0.4696   AA_      Q9s    0.5742   0.4590   0.885 
1265   Q55    0.4696   ___      55     0.5439   0.4941   0.950 
1266   Q96    0.4692   A_A      Q9o    0.5421   0.5396   0.998 
1267   KQ8    0.4692   ___      KQo    0.5914   0.5397   0.948 
1268   QJ5    0.4691   AA_      QJs    0.5990   0.4941   0.895 
1269   875    0.4689   AA_      87s    0.5033   0.4343   0.931 
1270   744    0.4687   ___      44     0.5079   0.4167   0.909 
1271   QT6    0.4684   _AA      QTo    0.5698   0.5103   0.940 
1272   Q82    0.4683   A_A      Q8o    0.5299   0.5007   0.971 
1273   733    0.4683   A_A      33     0.4768   0.4311   0.954 
1274   KJ6    0.4681   ___      KJo    0.5857   0.5284   0.943 
1275   KJ7    0.4679   ___      KJo    0.5857   0.5379   0.952 
1276   J97    0.4678   A_A      J9o    0.5351   0.5308   0.996 
1277   JT2    0.4678   A_A      JTo    0.5579   0.4771   0.919 
1278   542    0.4675   A_A      52s    0.4199   0.4194   1.000 
1279   944    0.4670   AA_      44     0.5079   0.4597   0.952 
1280   KT8    0.4668   ___      KTo    0.5808   0.5397   0.959 
1281   754    0.4667   A_A      74s    0.4506   0.4299   0.979 
1282   542    0.4666   ___      54o    0.4194   0.3752   0.956 
1283   K98    0.4664   A_A      K8s    0.5696   0.5575   0.988 
1284   QT6    0.4664   AA_      QTs    0.5926   0.5055   0.913 
1285   K43    0.4662   A_A      K3s    0.5340   0.5124   0.978 
1286   QJ7    0.4662   _AA      QJo    0.5776   0.5308   0.953 
1287   KT4    0.4662   ___      KTo    0.5808   0.5124   0.932 
1288   QT7    0.4661   _AA      QTo    0.5698   0.5194   0.950 
1289   322    0.4660   ___      22     0.4406   0.3481   0.907 
1290   K93    0.4659   ___      K9o    0.5575   0.4913   0.934 
1291   643    0.4659   A_A      63s    0.4330   0.4119   0.979 
1292   Q97    0.4656   A_A      Q9o    0.5421   0.5408   0.999 
1293   733    0.4653   AA_      33     0.4768   0.4311   0.954 
1294   K87    0.4652   A_A      K7s    0.5678   0.5397   0.972 
1295   J98    0.4651   A_A      J8s    0.5496   0.5351   0.986 
1296   652    0.4650   AA_      65s    0.4731   0.3752   0.902 
1297   Q65    0.4650   AA_      Q6s    0.5396   0.4941   0.954 
1298   K52    0.4650   ___      K5o    0.5210   0.4822   0.961 
1299   876    0.4649   _AA      76s    0.4918   0.4700   0.978 
1300   KJ8    0.4649   ___      KJo    0.5857   0.5397   0.954 
1301   K65    0.4648   ___      K6o    0.5284   0.5210   0.993 
1302   J55    0.4647   ___      55     0.5439   0.4744   0.931 
1303   Q64    0.4646   AA_      Q6s    0.5396   0.4858   0.946 
1304   T98    0.4646   _AA      98s    0.5284   0.5249   0.997 
1305   A62    0.4646   A_A      A2s    0.5575   0.5512   0.994 
1306   KT7    0.4645   ___      KTo    0.5808   0.5379   0.957 
1307   Q95    0.4645   A_A      Q9o    0.5421   0.5308   0.989 
1308   QT4    0.4644   AA_      QTs    0.5926   0.4858   0.893 
1309   KT6    0.4643   ___      KTo    0.5808   0.5284   0.948 
1310   K64    0.4642   ___      K6o    0.5284   0.5124   0.984 
1311   K54    0.4642   ___      K5o    0.5210   0.5124   0.991 
1312   Q93    0.4641   _AA      Q9o    0.5421   0.4696   0.927 
1313   987    0.4641   _AA      87s    0.5033   0.4953   0.992 
1314   K62    0.4638   ___      K6o    0.5284   0.4822   0.954 
1315   Q94    0.4636   A_A      Q9o    0.5421   0.5156   0.974 
1316   J97    0.4636   AA_      J9s    0.5618   0.4986   0.937 
1317   K63    0.4633   ___      K6o    0.5284   0.4913   0.963 
1318   JT2    0.4633   _AA      JTo    0.5579   0.4638   0.906 
1319   K97    0.4629   A_A      K7s    0.5678   0.5575   0.990 
1320   Q96    0.4628   _AA      Q9o    0.5421   0.5055   0.963 
1321   Q62    0.4626   AA_      Q6s    0.5396   0.4590   0.919 
1322   J97    0.4624   _AA      J9o    0.5351   0.5138   0.979 
1323   QJ3    0.4622   ___      QJo    0.5776   0.4696   0.892 
1324   K53    0.4622   ___      K5o    0.5210   0.4913   0.970 
1325   QT5    0.4620   AA_      QTs    0.5926   0.4941   0.902 
1326   652    0.4620   _AA      65o    0.4358   0.4199   0.984 
1327   Q84    0.4619   A_A      Q8o    0.5299   0.5156   0.986 
1328   QJ6    0.4619   AA_      QJs    0.5990   0.5055   0.906 
1329   Q98    0.4619   A_A      Q8s    0.5551   0.5421   0.987 
1330   JT2    0.4618   AA_      JTs    0.5819   0.4345   0.853 
1331   KT5    0.4618   ___      KTo    0.5808   0.5210   0.940 
1332   QT5    0.4617   _AA      QTo    0.5698   0.4941   0.924 
1333   652    0.4617   A_A      65o    0.4358   0.4106   0.975 
1334   Q82    0.4616   AA_      Q8s    0.5551   0.4590   0.904 
1335   633    0.4615   ___      33     0.4768   0.3911   0.914 
1336   643    0.4612   ___      64o    0.4119   0.3911   0.979 
1337   JT7    0.4612   AA_      JTs    0.5819   0.4986   0.917 
1338   844    0.4611   ___      44     0.5079   0.4157   0.908 
1339   QT8    0.4611   ___      QTo    0.5698   0.5299   0.960 
1340   K97    0.4610   ___      K9o    0.5575   0.5379   0.980 
1341   865    0.4610   A_A      85s    0.4752   0.4549   0.980 
1342   JT3    0.4608   A_A      JTo    0.5579   0.4884   0.931 
1343   Q53    0.4607   AA_      Q5s    0.5308   0.4696   0.939 
1344   Q63    0.4606   AA_      Q6s    0.5396   0.4696   0.930 
1345   K82    0.4606   ___      K8o    0.5397   0.4822   0.943 
1346   Q73    0.4601   A_A      Q7o    0.5127   0.5097   0.997 
1347   JT8    0.4601   ___      JTo    0.5579   0.5176   0.960 
1348   Q54    0.4599   AA_      Q5s    0.5308   0.4858   0.955 
1349   K75    0.4596   A_A      K5s    0.5536   0.5379   0.984 
1350   Q93    0.4596   AA_      Q9s    0.5742   0.4696   0.895 
1351   422    0.4595   ___      22     0.4406   0.3602   0.920 
1352   QJ8    0.4595   ___      QJo    0.5776   0.5299   0.952 
1353   QT2    0.4593   ___      QTo    0.5698   0.4590   0.889 
1354   Q83    0.4592   A_A      Q8o    0.5299   0.5097   0.980 
1355   Q94    0.4590   _AA      Q9o    0.5421   0.4858   0.944 
1356   J98    0.4588   ___      J9o    0.5351   0.5176   0.982 
1357   J87    0.4588   _AA      J8o    0.5176   0.5033   0.986 
1358   K64    0.4588   A_A      K4s    0.5401   0.5284   0.988 
1359   K43    0.4587   ___      K4o    0.5124   0.4913   0.979 
1360   K76    0.4587   ___      K7o    0.5379   0.5284   0.990 
1361   Q52    0.4584   AA_      Q5s    0.5308   0.4590   0.928 
1362   K72    0.4584   ___      K7o    0.5379   0.4822   0.944 
1363   532    0.4583   A_A      52s    0.4199   0.3956   0.976 
1364   Q72    0.4583   A_A      Q7o    0.5127   0.5007   0.988 
1365   Q65    0.4582   _AA      Q6o    0.5055   0.4941   0.989 
1366   QT7    0.4582   AA_      QTs    0.5926   0.5127   0.920 
1367   622    0.4581   A_A      22     0.4406   0.4106   0.970 
1368   Q97    0.4580   _AA      Q9o    0.5421   0.5138   0.972 
1369   653    0.4580   _AA      53s    0.4414   0.4358   0.994 
1370   Q54    0.4579   _AA      Q5o    0.4941   0.4858   0.992 
1371   J92    0.4578   A_A      J9o    0.5351   0.4771   0.942 
1372   833    0.4578   A_A      33     0.4768   0.4332   0.956 
1373   K32    0.4577   A_A      K2s    0.5229   0.4913   0.968 
1374   K96    0.4575   ___      K9o    0.5575   0.5284   0.971 
1375   642    0.4575   AA_      64s    0.4477   0.3646   0.917 
1376   QJ7    0.4573   AA_      QJs    0.5990   0.5127   0.914 
1377   T55    0.4573   ___      55     0.5439   0.4513   0.907 
1378   Q85    0.4572   AA_      Q8s    0.5551   0.4941   0.939 
1379   Q62    0.4570   _AA      Q6o    0.5055   0.4590   0.953 
1380   K75    0.4570   ___      K7o    0.5379   0.5210   0.983 
1381   Q86    0.4569   AA_      Q8s    0.5551   0.5055   0.950 
1382   J87    0.4569   AA_      J8s    0.5496   0.4986   0.949 
1383   764    0.4568   ___      76o    0.4509   0.4167   0.966 
1384   T87    0.4568   A_A      T7s    0.5194   0.5084   0.989 
1385   Q86    0.4568   _AA      Q8o    0.5299   0.5055   0.976 
1386   622    0.4567   AA_      22     0.4406   0.4106   0.970 
1387   K42    0.4567   ___      K4o    0.5124   0.4822   0.970 
1388   Q43    0.4567   AA_      Q4s    0.5156   0.4696   0.954 
1389   K87    0.4566   ___      K8o    0.5397   0.5379   0.998 
1390   K98    0.4566   ___      K9o    0.5575   0.5397   0.982 
1391   Q95    0.4565   _AA      Q9o    0.5421   0.4941   0.952 
1392   JT3    0.4563   _AA      JTo    0.5579   0.4735   0.916 
1393   933    0.4558   AA_      33     0.4768   0.4535   0.977 
1394   Q64    0.4558   _AA      Q6o    0.5055   0.4858   0.980 
1395   K74    0.4558   ___      K7o    0.5379   0.5124   0.975 
1396   Q96    0.4558   AA_      Q9s    0.5742   0.5055   0.931 
1397   Q53    0.4558   _AA      Q5o    0.4941   0.4696   0.975 
1398   754    0.4556   ___      75o    0.4299   0.4194   0.990 
1399   Q42    0.4554   AA_      Q4s    0.5156   0.4590   0.943 
1400   642    0.4554   A_A      64o    0.4119   0.4106   0.999 
1401   976    0.4552   A_A      96s    0.4943   0.4807   0.986 
1402   Q82    0.4552   _AA      Q8o    0.5299   0.4590   0.929 
1403   Q76    0.4551   AA_      Q7s    0.5408   0.5055   0.965 
1404   Q76    0.4550   _AA      Q7o    0.5127   0.5055   0.993 
1405   K86    0.4549   A_A      K6s    0.5600   0.5397   0.980 
1406   875    0.4548   A_A      85s    0.4752   0.4700   0.995 
1407   Q87    0.4547   AA_      Q8s    0.5551   0.5127   0.958 
1408   Q63    0.4546   _AA      Q6o    0.5055   0.4696   0.964 
1409   K83    0.4544   ___      K8o    0.5397   0.4913   0.952 
1410   T96    0.4543   A_A      T9o    0.5249   0.5103   0.985 
1411   JT4    0.4541   _AA      JTo    0.5579   0.4866   0.929 
1412   Q87    0.4541   _AA      Q8o    0.5299   0.5127   0.983 
1413   JT4    0.4538   A_A      JTo    0.5579   0.5029   0.945 
1414   K53    0.4538   A_A      K3s    0.5340   0.5210   0.987 
1415   Q52    0.4534   _AA      Q5o    0.4941   0.4590   0.965 
1416   Q83    0.4531   AA_      Q8s    0.5551   0.4696   0.914 
1417   Q85    0.4528   _AA      Q8o    0.5299   0.4941   0.964 
1418   JT3    0.4522   AA_      JTs    0.5819   0.4461   0.864 
1419   JT5    0.4519   A_A      JTo    0.5579   0.5085   0.951 
1420   833    0.4519   AA_      33     0.4768   0.4332   0.956 
1421   432    0.4519   A_A      42s    0.4090   0.3843   0.975 
1422   Q75    0.4518   _AA      Q7o    0.5127   0.4941   0.981 
1423   Q75    0.4518   AA_      Q7s    0.5408   0.4941   0.953 
1424   763    0.4517   A_A      76o    0.4509   0.4311   0.980 
1425   Q95    0.4517   AA_      Q9s    0.5742   0.4941   0.920 
1426   K86    0.4517   ___      K8o    0.5397   0.5284   0.989 
1427   Q84    0.4517   AA_      Q8s    0.5551   0.4858   0.931 
1428   K73    0.4516   ___      K7o    0.5379   0.4913   0.953 
1429   865    0.4515   ___      86o    0.4549   0.4358   0.981 
1430   K94    0.4514   ___      K9o    0.5575   0.5124   0.955 
1431   K96    0.4514   A_A      K6s    0.5600   0.5575   0.998 
1432   T97    0.4513   ___      T9o    0.5249   0.4862   0.961 
1433   T96    0.4513   AA_      T9s    0.5552   0.4704   0.915 
1434   K32    0.4510   ___      K3o    0.4913   0.4822   0.991 
1435   Q43    0.4510   _AA      Q4o    0.4858   0.4696   0.984 
1436   K84    0.4508   ___      K8o    0.5397   0.5124   0.973 
1437   K95    0.4508   ___      K9o    0.5575   0.5210   0.963 
1438   T76    0.4507   AA_      T7s    0.5194   0.4704   0.951 
1439   522    0.4507   ___      22     0.4406   0.3752   0.935 
1440   532    0.4501   ___      53o    0.3956   0.3752   0.980 
1441   763    0.4501   AA_      76s    0.4918   0.3911   0.899 
1442   T33    0.4500   AA_      33     0.4768   0.4735   0.997 
1443   933    0.4498   A_A      33     0.4768   0.4535   0.977 
1444   T96    0.4497   _AA      T9o    0.5249   0.4943   0.969 
1445   QJ4    0.4497   ___      QJo    0.5776   0.4858   0.908 
1446   Q32    0.4496   AA_      Q3s    0.5097   0.4590   0.949 
1447   753    0.4495   AA_      75s    0.4728   0.3956   0.923 
1448   Q94    0.4495   AA_      Q9s    0.5742   0.4858   0.912 
1449   T33    0.4495   A_A      33     0.4768   0.4735   0.997 
1450   K42    0.4494   A_A      K2s    0.5229   0.5124   0.990 
1451   944    0.4493   ___      44     0.5079   0.4160   0.908 
1452   Q84    0.4493   _AA      Q8o    0.5299   0.4858   0.956 
1453   642    0.4493   _AA      64o    0.4119   0.4090   0.997 
1454   Q97    0.4492   AA_      Q9s    0.5742   0.5127   0.939 
1455   Q98    0.4489   ___      Q9o    0.5421   0.5299   0.988 
1456   JT4    0.4488   AA_      JTs    0.5819   0.4617   0.880 
1457   Q73    0.4485   AA_      Q7s    0.5408   0.4696   0.929 
1458   Q74    0.4484   AA_      Q7s    0.5408   0.4858   0.945 
1459   JT5    0.4483   _AA      JTo    0.5579   0.4918   0.934 
1460   Q42    0.4482   _AA      Q4o    0.4858   0.4590   0.973 
1461   QT3    0.4479   ___      QTo    0.5698   0.4696   0.900 
1462   754    0.4477   _AA      54s    0.4604   0.4299   0.969 
1463   Q74    0.4477   _AA      Q7o    0.5127   0.4858   0.973 
1464   875    0.4476   ___      87o    0.4700   0.4343   0.964 
1465   Q73    0.4474   _AA      Q7o    0.5127   0.4696   0.957 
1466   K85    0.4469   ___      K8o    0.5397   0.5210   0.981 
1467   Q72    0.4469   _AA      Q7o    0.5127   0.4590   0.946 
1468   864    0.4469   _AA      86o    0.4549   0.4477   0.993 
1469   K63    0.4468   A_A      K3s    0.5340   0.5284   0.994 
1470   T87    0.4468   ___      T8o    0.5084   0.4862   0.978 
1471   432    0.4467   ___      43o    0.3843   0.3602   0.976 
1472   965    0.4466   AA_      96s    0.4943   0.4411   0.947 
1473   J93    0.4466   A_A      J9o    0.5351   0.4884   0.953 
1474   733    0.4466   ___      33     0.4768   0.3891   0.912 
1475   Q44    0.4464   ___      44     0.5079   0.4858   0.978 
1476   Q83    0.4464   _AA      Q8o    0.5299   0.4696   0.940 
1477   K85    0.4463   A_A      K5s    0.5536   0.5397   0.986 
1478   J92    0.4460   AA_      J9s    0.5618   0.4345   0.873 
1479   J92    0.4460   _AA      J9o    0.5351   0.4428   0.908 
1480   T86    0.4458   _AA      T8o    0.5084   0.4926   0.984 
1481   J82    0.4456   A_A      J8o    0.5176   0.4771   0.960 
1482   854    0.4455   AA_      85s    0.4752   0.4194   0.944 
1483   763    0.4454   _AA      76o    0.4509   0.4330   0.982 
1484   864    0.4452   AA_      86s    0.4926   0.4157   0.923 
1485   K74    0.4452   A_A      K4s    0.5401   0.5379   0.998 
1486   Q65    0.4452   A_A      Q5s    0.5308   0.5055   0.975 
1487   J44    0.4450   ___      44     0.5079   0.4617   0.954 
1488   Q72    0.4449   AA_      Q7s    0.5408   0.4590   0.918 
1489   Q54    0.4447   A_A      Q4s    0.5156   0.4941   0.978 
1490   J54    0.4443   AA_      J5s    0.5085   0.4617   0.953 
1491   975    0.4439   AA_      97s    0.5138   0.4411   0.927 
1492   976    0.4439   ___      97o    0.4807   0.4583   0.978 
1493   K52    0.4436   A_A      K2s    0.5229   0.5210   0.998 
1494   874    0.4436   A_A      87o    0.4700   0.4555   0.985 
1495   975    0.4435   A_A      97o    0.4807   0.4799   0.999 
1496   Q92    0.4434   ___      Q9o    0.5421   0.4590   0.917 
1497   JT6    0.4434   A_A      JTo    0.5579   0.5090   0.951 
1498   874    0.4433   _AA      87o    0.4700   0.4506   0.981 
1499   874    0.4432   AA_      87s    0.5033   0.4167   0.913 
1500   822    0.4429   A_A      22     0.4406   0.4224   0.982 
1501   J85    0.4428   A_A      J8o    0.5176   0.5085   0.991 
1502   Q32    0.4425   _AA      Q3o    0.4696   0.4590   0.989 
1503   QJ5    0.4424   ___      QJo    0.5776   0.4941   0.917 
1504   643    0.4423   _AA      43s    0.4316   0.4119   0.980 
1505   T86    0.4422   AA_      T8s    0.5412   0.4704   0.929 
1506   975    0.4420   _AA      97o    0.4807   0.4728   0.992 
1507   JT6    0.4416   _AA      JTo    0.5579   0.5103   0.952 
1508   722    0.4414   A_A      22     0.4406   0.4078   0.967 
1509   J93    0.4414   _AA      J9o    0.5351   0.4535   0.918 
1510   985    0.4413   A_A      98o    0.4953   0.4799   0.985 
1511   J95    0.4412   A_A      J9o    0.5351   0.5085   0.973 
1512   822    0.4412   AA_      22     0.4406   0.4224   0.982 
1513   652    0.4412   ___      65o    0.4358   0.3752   0.939 
1514   986    0.4410   ___      98o    0.4953   0.4583   0.963 
1515   J82    0.4405   _AA      J8o    0.5176   0.4345   0.917 
1516   JT5    0.4404   AA_      JTs    0.5819   0.4744   0.893 
1517   T92    0.4401   A_A      T9o    0.5249   0.4638   0.939 
1518   JT7    0.4401   ___      JTo    0.5579   0.4986   0.941 
1519   T44    0.4396   ___      44     0.5079   0.4449   0.937 
1520   J93    0.4396   AA_      J9s    0.5618   0.4461   0.884 
1521   J86    0.4393   A_A      J8o    0.5176   0.5090   0.991 
1522   J96    0.4392   A_A      J9o    0.5351   0.5090   0.974 
1523   J87    0.4390   A_A      J7s    0.5308   0.5176   0.987 
1524   J54    0.4390   _AA      J5o    0.4744   0.4617   0.987 
1525   J94    0.4390   A_A      J9o    0.5351   0.5029   0.968 
1526   J94    0.4389   _AA      J9o    0.5351   0.4617   0.927 
1527   985    0.4389   _AA      98o    0.4953   0.4752   0.980 
1528   J65    0.4386   _AA      J6o    0.4787   0.4744   0.996 
1529   985    0.4386   AA_      98s    0.5284   0.4411   0.913 
1530   Q54    0.4385   ___      Q5o    0.4941   0.4858   0.992 
1531   632    0.4384   AA_      63s    0.4330   0.3646   0.932 
1532   J83    0.4378   A_A      J8o    0.5176   0.4884   0.971 
1533   722    0.4376   AA_      22     0.4406   0.4078   0.967 
1534   Q76    0.4374   A_A      Q6s    0.5396   0.5127   0.973 
1535   J65    0.4374   AA_      J6s    0.5090   0.4744   0.965 
1536   J82    0.4373   AA_      J8s    0.5496   0.4345   0.885 
1537   J95    0.4372   AA_      J9s    0.5618   0.4744   0.913 
1538   Q43    0.4371   A_A      Q3s    0.5097   0.4858   0.976 
1539   QT4    0.4371   ___      QTo    0.5698   0.4858   0.916 
1540   865    0.4367   _AA      65s    0.4731   0.4549   0.982 
1541   J96    0.4366   _AA      J9o    0.5351   0.4943   0.959 
1542   Q65    0.4366   ___      Q6o    0.5055   0.4941   0.989 
1543   J53    0.4364   AA_      J5s    0.5085   0.4461   0.938 
1544   J84    0.4362   A_A      J8o    0.5176   0.5029   0.985 
1545   J85    0.4361   AA_      J8s    0.5496   0.4744   0.925 
1546   875    0.4358   _AA      75s    0.4728   0.4700   0.997 
1547   J94    0.4358   AA_      J9s    0.5618   0.4617   0.900 
1548   J62    0.4356   A_A      J6o    0.4787   0.4771   0.998 
1549   J63    0.4355   AA_      J6s    0.5090   0.4461   0.937 
1550   Q53    0.4353   ___      Q5o    0.4941   0.4696   0.975 
1551   T92    0.4352   _AA      T9o    0.5249   0.4428   0.918 
1552   J95    0.4351   _AA      J9o    0.5351   0.4799   0.945 
1553   J64    0.4350   _AA      J6o    0.4787   0.4617   0.983 
1554   JT6    0.4345   AA_      JTs    0.5819   0.4787   0.897 
1555   J85    0.4345   _AA      J8o    0.5176   0.4752   0.958 
1556   T92    0.4344   AA_      T9s    0.5552   0.4208   0.866 
1557   J43    0.4343   AA_      J4s    0.5029   0.4461   0.943 
1558   J73    0.4343   A_A      J7o    0.4986   0.4884   0.990 
1559   J84    0.4342   _AA      J8o    0.5176   0.4617   0.944 
1560   743    0.4341   AA_      74s    0.4506   0.3891   0.938 
1561   J64    0.4341   AA_      J6s    0.5090   0.4617   0.953 
1562   QJ6    0.4339   ___      QJo    0.5776   0.5055   0.928 
1563   J52    0.4338   AA_      J5s    0.5085   0.4345   0.926 
1564   J75    0.4338   AA_      J7s    0.5308   0.4744   0.944 
1565   Q93    0.4336   ___      Q9o    0.5421   0.4696   0.927 
1566   Q64    0.4335   A_A      Q4s    0.5156   0.5055   0.990 
1567   J75    0.4332   _AA      J7o    0.4986   0.4744   0.976 
1568   Q87    0.4328   A_A      Q7s    0.5408   0.5299   0.989 
1569   976    0.4327   _AA      76s    0.4918   0.4807   0.989 
1570   J76    0.4325   AA_      J7s    0.5308   0.4787   0.948 
1571   622    0.4324   ___      22     0.4406   0.3646   0.924 
1572   QT6    0.4323   ___      QTo    0.5698   0.5055   0.936 
1573   J74    0.4316   AA_      J7s    0.5308   0.4617   0.931 
1574   J84    0.4315   AA_      J8s    0.5496   0.4617   0.912 
1575   T93    0.4314   A_A      T9o    0.5249   0.4735   0.949 
1576   J97    0.4314   ___      J9o    0.5351   0.4986   0.964 
1577   432    0.4312   _AA      32s    0.3948   0.3843   0.989 
1578   JT2    0.4310   ___      JTo    0.5579   0.4345   0.877 
1579   J52    0.4307   _AA      J5o    0.4744   0.4345   0.960 
1580   QJ7    0.4307   ___      QJo    0.5776   0.5127   0.935 
1581   Q86    0.4306   A_A      Q6s    0.5396   0.5299   0.990 
1582   QT7    0.4304   ___      QTo    0.5698   0.5127   0.943 
1583   J86    0.4303   _AA      J8o    0.5176   0.4926   0.975 
1584   833    0.4301   ___      33     0.4768   0.3926   0.916 
1585   Q64    0.4300   ___      Q6o    0.5055   0.4858   0.980 
1586   Q96    0.4300   ___      Q9o    0.5421   0.5055   0.963 
1587   Q62    0.4299   ___      Q6o    0.5055   0.4590   0.953 
1588   Q82    0.4299   ___      Q8o    0.5299   0.4590   0.929 
1589   J96    0.4299   AA_      J9s    0.5618   0.4787   0.917 
1590   T94    0.4298   A_A      T9o    0.5249   0.4866   0.962 
1591   Q63    0.4297   ___      Q6o    0.5055   0.4696   0.964 
1592   J63    0.4295   _AA      J6o    0.4787   0.4461   0.967 
1593   T76    0.4293   A_A      T6s    0.5103   0.4862   0.976 
1594   J76    0.4293   _AA      J7o    0.4986   0.4918   0.993 
1595   Q53    0.4293   A_A      Q3s    0.5097   0.4941   0.984 
1596   T82    0.4290   A_A      T8o    0.5084   0.4638   0.955 
1597   Q33    0.4290   ___      33     0.4768   0.4696   0.993 
1598   J73    0.4288   AA_      J7s    0.5308   0.4461   0.915 
1599   J53    0.4287   _AA      J5o    0.4744   0.4461   0.972 
1600   T82    0.4286   AA_      T8s    0.5412   0.4208   0.880 
1601   T93    0.4286   AA_      T9s    0.5552   0.4320   0.877 
1602   J74    0.4284   _AA      J7o    0.4986   0.4617   0.963 
1603   J42    0.4284   AA_      J4s    0.5029   0.4345   0.932 
1604   T84    0.4284   A_A      T8o    0.5084   0.4866   0.978 
1605   J87    0.4281   ___      J8o    0.5176   0.4986   0.981 
1606   J86    0.4280   AA_      J8s    0.5496   0.4787   0.929 
1607   933    0.4280   ___      33     0.4768   0.4120   0.935 
1608   J72    0.4278   A_A      J7o    0.4986   0.4771   0.978 
1609   T64    0.4278   _AA      T6o    0.4704   0.4477   0.977 
1610   Q52    0.4278   ___      Q5o    0.4941   0.4590   0.965 
1611   T64    0.4277   AA_      T6s    0.5103   0.4449   0.935 
1612   J83    0.4277   _AA      J8o    0.5176   0.4461   0.928 
1613   T54    0.4277   AA_      T5s    0.4918   0.4449   0.953 
1614   963    0.4276   AA_      96s    0.4943   0.4120   0.918 
1615   965    0.4274   A_A      95s    0.4799   0.4583   0.978 
1616   Q86    0.4274   ___      Q8o    0.5299   0.5055   0.976 
1617   J43    0.4273   _AA      J4o    0.4617   0.4461   0.984 
1618   J83    0.4269   AA_      J8s    0.5496   0.4461   0.896 
1619   J62    0.4269   AA_      J6s    0.5090   0.4345   0.926 
1620   JT3    0.4268   ___      JTo    0.5579   0.4461   0.888 
1621   J42    0.4268   _AA      J4o    0.4617   0.4345   0.973 
1622   K84    0.4268   A_A      K4s    0.5401   0.5397   1.000 
1623   Q32    0.4267   A_A      Q2s    0.5007   0.4696   0.969 
1624   Q43    0.4266   ___      Q4o    0.4858   0.4696   0.984 
1625   J72    0.4265   AA_      J7s    0.5308   0.4345   0.904 
1626   642    0.4264   ___      64o    0.4119   0.3646   0.953 
1627   T86    0.4264   A_A      T6s    0.5103   0.5084   0.998 
1628   J62    0.4264   _AA      J6o    0.4787   0.4345   0.956 
1629   854    0.4263   A_A      84s    0.4555   0.4343   0.979 
1630   T93    0.4262   _AA      T9o    0.5249   0.4535   0.929 
1631   T84    0.4259   AA_      T8s    0.5412   0.4449   0.904 
1632   Q75    0.4258   A_A      Q5s    0.5308   0.5127   0.982 
1633   753    0.4255   A_A      73s    0.4311   0.4299   0.999 
1634   862    0.4255   AA_      86s    0.4926   0.3830   0.890 
1635   J32    0.4253   AA_      J3s    0.4884   0.4345   0.946 
1636   QT5    0.4249   ___      QTo    0.5698   0.4941   0.924 
1637   T82    0.4248   _AA      T8o    0.5084   0.4224   0.914 
1638   Q97    0.4247   ___      Q9o    0.5421   0.5127   0.971 
1639   T65    0.4247   AA_      T6s    0.5103   0.4513   0.941 
1640   Q76    0.4245   ___      Q7o    0.5127   0.5055   0.993 
1641   T94    0.4244   _AA      T9o    0.5249   0.4597   0.935 
1642   T74    0.4243   AA_      T7s    0.5194   0.4449   0.926 
1643   Q84    0.4242   ___      Q8o    0.5299   0.4858   0.956 
1644   J73    0.4241   _AA      J7o    0.4986   0.4461   0.947 
1645   763    0.4239   ___      76o    0.4509   0.3911   0.940 
1646   Q87    0.4239   ___      Q8o    0.5299   0.5127   0.983 
1647   T63    0.4238   AA_      T6s    0.5103   0.4320   0.922 
1648   T73    0.4236   A_A      T7o    0.4862   0.4735   0.987 
